n = 10000
i              x              u      rel error
2327       0.232777       0.669721       -7.07931
2328       0.232877       0.669718       -7.07931
2329       0.232977       0.669715       -7.07931
2330       0.233077       0.669713       -7.07931
2331       0.233177        0.66971       -7.07931
2332       0.233277       0.669707       -7.07931
2333       0.233377       0.669704       -7.07931
2334       0.233477       0.669701       -7.07931
2335       0.233577       0.669698       -7.07931
2336       0.233677       0.669694       -7.07931
2337       0.233777       0.669691       -7.07931
2338       0.233877       0.669687       -7.07931
2339       0.233977       0.669684       -7.07931
2340       0.234077        0.66968       -7.07931
2341       0.234177       0.669676       -7.07931
2342       0.234277       0.669672       -7.07931
2343       0.234377       0.669668       -7.07931
2344       0.234477       0.669664       -7.07931
2345       0.234577        0.66966       -7.07931
2346       0.234677       0.669656       -7.07931
2347       0.234777       0.669652       -7.07931
2348       0.234877       0.669647       -7.07931
2349       0.234977       0.669643       -7.07931
2350       0.235076       0.669638       -7.07931
2351       0.235176       0.669633       -7.07931
2352       0.235276       0.669628       -7.07931
2353       0.235376       0.669623       -7.07931
2354       0.235476       0.669618       -7.07931
2355       0.235576       0.669613       -7.07931
2356       0.235676       0.669608       -7.07931
2357       0.235776       0.669603       -7.07931
2358       0.235876       0.669597       -7.07931
2359       0.235976       0.669592       -7.07931
2360       0.236076       0.669586       -7.07931
2361       0.236176        0.66958       -7.07931
2362       0.236276       0.669575       -7.07931
2363       0.236376       0.669569       -7.07931
2364       0.236476       0.669563       -7.07931
2365       0.236576       0.669557       -7.07931
2366       0.236676       0.669551       -7.07931
2367       0.236776       0.669544       -7.07931
2368       0.236876       0.669538       -7.07931
2369       0.236976       0.669532       -7.07931
2370       0.237076       0.669525       -7.07931
2371       0.237176       0.669518       -7.07931
2372       0.237276       0.669512       -7.07931
2373       0.237376       0.669505       -7.07931
2374       0.237476       0.669498       -7.07931
2375       0.237576       0.669491       -7.07931
2376       0.237676       0.669484       -7.07931
2377       0.237776       0.669477       -7.07931
2378       0.237876       0.669469       -7.07931
2379       0.237976       0.669462       -7.07931
2380       0.238076       0.669454       -7.07931
2381       0.238176       0.669447       -7.07931
2382       0.238276       0.669439       -7.07931
2383       0.238376       0.669432       -7.07931
2384       0.238476       0.669424       -7.07931
2385       0.238576       0.669416       -7.07931
2386       0.238676       0.669408       -7.07931
2387       0.238776         0.6694       -7.07931
2388       0.238876       0.669391       -7.07931
2389       0.238976       0.669383       -7.07931
2390       0.239076       0.669375       -7.07931
2391       0.239176       0.669366       -7.07931
2392       0.239276       0.669358       -7.07931
2393       0.239376       0.669349       -7.07931
2394       0.239476        0.66934       -7.07931
2395       0.239576       0.669331       -7.07931
2396       0.239676       0.669322       -7.07931
2397       0.239776       0.669313       -7.07931
2398       0.239876       0.669304       -7.07931
2399       0.239976       0.669295       -7.07931
2400       0.240076       0.669286       -7.07931
2401       0.240176       0.669276       -7.07931
2402       0.240276       0.669267       -7.07931
2403       0.240376       0.669257       -7.07931
2404       0.240476       0.669248       -7.07931
2405       0.240576       0.669238       -7.07931
2406       0.240676       0.669228       -7.07931
2407       0.240776       0.669218       -7.07931
2408       0.240876       0.669208       -7.07931
2409       0.240976       0.669198       -7.07931
2410       0.241076       0.669188       -7.07931
2411       0.241176       0.669178       -7.07931
2412       0.241276       0.669167       -7.07931
2413       0.241376       0.669157       -7.07931
2414       0.241476       0.669146       -7.07931
2415       0.241576       0.669135       -7.07931
2416       0.241676       0.669125       -7.07931
2417       0.241776       0.669114       -7.07931
2418       0.241876       0.669103       -7.07931
2419       0.241976       0.669092       -7.07931
2420       0.242076       0.669081       -7.07931
2421       0.242176        0.66907       -7.07931
2422       0.242276       0.669058       -7.07931
2423       0.242376       0.669047       -7.07931
2424       0.242476       0.669036       -7.07931
2425       0.242576       0.669024       -7.07931
2426       0.242676       0.669012       -7.07931
2427       0.242776       0.669001       -7.07931
2428       0.242876       0.668989       -7.07931
2429       0.242976       0.668977       -7.07931
2430       0.243076       0.668965       -7.07931
2431       0.243176       0.668953       -7.07931
2432       0.243276       0.668941       -7.07931
2433       0.243376       0.668929       -7.07931
2434       0.243476       0.668916       -7.07931
2435       0.243576       0.668904       -7.07931
2436       0.243676       0.668891       -7.07931
2437       0.243776       0.668879       -7.07931
2438       0.243876       0.668866       -7.07931
2439       0.243976       0.668853       -7.07931
2440       0.244076        0.66884       -7.07931
2441       0.244176       0.668828       -7.07931
2442       0.244276       0.668814       -7.07931
2443       0.244376       0.668801       -7.07931
2444       0.244476       0.668788       -7.07931
2445       0.244576       0.668775       -7.07931
2446       0.244676       0.668761       -7.07931
2447       0.244776       0.668748       -7.07931
2448       0.244876       0.668734       -7.07931
2449       0.244976       0.668721       -7.07931
2450       0.245075       0.668707       -7.07931
2451       0.245175       0.668693       -7.07931
2452       0.245275       0.668679       -7.07931
2453       0.245375       0.668665       -7.07931
2454       0.245475       0.668651       -7.07931
2455       0.245575       0.668637       -7.07931
2456       0.245675       0.668623       -7.07931
2457       0.245775       0.668609       -7.07931
2458       0.245875       0.668594       -7.07931
2459       0.245975        0.66858       -7.07931
2460       0.246075       0.668565       -7.07931
2461       0.246175        0.66855       -7.07931
2462       0.246275       0.668536       -7.07931
2463       0.246375       0.668521       -7.07931
2464       0.246475       0.668506       -7.07931
2465       0.246575       0.668491       -7.07931
2466       0.246675       0.668476       -7.07931
2467       0.246775       0.668461       -7.07931
2468       0.246875       0.668445       -7.07931
2469       0.246975        0.66843       -7.07931
2470       0.247075       0.668415       -7.07931
2471       0.247175       0.668399       -7.07931
2472       0.247275       0.668384       -7.07931
2473       0.247375       0.668368       -7.07931
2474       0.247475       0.668352       -7.07931
2475       0.247575       0.668336       -7.07931
2476       0.247675        0.66832       -7.07931
2477       0.247775       0.668304       -7.07931
2478       0.247875       0.668288       -7.07931
2479       0.247975       0.668272       -7.07931
2480       0.248075       0.668256       -7.07931
2481       0.248175       0.668239       -7.07931
2482       0.248275       0.668223       -7.07931
2483       0.248375       0.668206       -7.07931
2484       0.248475        0.66819       -7.07931
2485       0.248575       0.668173       -7.07931
2486       0.248675       0.668156       -7.07931
2487       0.248775       0.668139       -7.07931
2488       0.248875       0.668123       -7.07931
2489       0.248975       0.668106       -7.07931
2490       0.249075       0.668088       -7.07931
2491       0.249175       0.668071       -7.07931
2492       0.249275       0.668054       -7.07931
2493       0.249375       0.668037       -7.07931
2494       0.249475       0.668019       -7.07931
2495       0.249575       0.668002       -7.07931
2496       0.249675       0.667984       -7.07931
2497       0.249775       0.667966       -7.07931
2498       0.249875       0.667949       -7.07931
2499       0.249975       0.667931       -7.07931
2500       0.250075       0.667913       -7.07931
2501       0.250175       0.667895       -7.07931
2502       0.250275       0.667877       -7.07931
2503       0.250375       0.667859       -7.07931
2504       0.250475        0.66784       -7.07931
2505       0.250575       0.667822       -7.07931
2506       0.250675       0.667804       -7.07931
2507       0.250775       0.667785       -7.07931
2508       0.250875       0.667766       -7.07931
2509       0.250975       0.667748       -7.07931
2510       0.251075       0.667729       -7.07931
2511       0.251175        0.66771       -7.07931
2512       0.251275       0.667691       -7.07931
2513       0.251375       0.667672       -7.07931
2514       0.251475       0.667653       -7.07931
2515       0.251575       0.667634       -7.07931
2516       0.251675       0.667615       -7.07931
2517       0.251775       0.667596       -7.07931
2518       0.251875       0.667576       -7.07931
2519       0.251975       0.667557       -7.07931
2520       0.252075       0.667537       -7.07931
2521       0.252175       0.667518       -7.07931
2522       0.252275       0.667498       -7.07931
2523       0.252375       0.667478       -7.07931
2524       0.252475       0.667458       -7.07931
2525       0.252575       0.667438       -7.07931
2526       0.252675       0.667418       -7.07931
2527       0.252775       0.667398       -7.07931
2528       0.252875       0.667378       -7.07931
2529       0.252975       0.667358       -7.07931
2530       0.253075       0.667337       -7.07931
2531       0.253175       0.667317       -7.07931
2532       0.253275       0.667296       -7.07931
2533       0.253375       0.667276       -7.07931
2534       0.253475       0.667255       -7.07931
2535       0.253575       0.667234       -7.07931
2536       0.253675       0.667213       -7.07931
2537       0.253775       0.667192       -7.07931
2538       0.253875       0.667172       -7.07931
2539       0.253975        0.66715       -7.07931
2540       0.254075       0.667129       -7.07931
2541       0.254175       0.667108       -7.07931
2542       0.254275       0.667087       -7.07931
2543       0.254375       0.667065       -7.07931
2544       0.254475       0.667044       -7.07931
2545       0.254575       0.667022       -7.07931
2546       0.254675       0.667001       -7.07931
2547       0.254775       0.666979       -7.07931
2548       0.254875       0.666957       -7.07931
2549       0.254975       0.666935       -7.07931
2550       0.255074       0.666914       -7.07931
2551       0.255174       0.666892       -7.07931
2552       0.255274       0.666869       -7.07931
2553       0.255374       0.666847       -7.07931
2554       0.255474       0.666825       -7.07931
2555       0.255574       0.666803       -7.07931
2556       0.255674        0.66678       -7.07931
2557       0.255774       0.666758       -7.07931
2558       0.255874       0.666735       -7.07931
2559       0.255974       0.666713       -7.07931
2560       0.256074        0.66669       -7.07931
2561       0.256174       0.666667       -7.07931
2562       0.256274       0.666644       -7.07931
2563       0.256374       0.666621       -7.07931
2564       0.256474       0.666598       -7.07931
2565       0.256574       0.666575       -7.07931
2566       0.256674       0.666552       -7.07931
2567       0.256774       0.666529       -7.07931
2568       0.256874       0.666505       -7.07931
2569       0.256974       0.666482       -7.07931
2570       0.257074       0.666459       -7.07931
2571       0.257174       0.666435       -7.07931
2572       0.257274       0.666411       -7.07931
2573       0.257374       0.666388       -7.07931
2574       0.257474       0.666364       -7.07931
2575       0.257574        0.66634       -7.07931
2576       0.257674       0.666316       -7.07931
2577       0.257774       0.666292       -7.07931
2578       0.257874       0.666268       -7.07931
2579       0.257974       0.666244       -7.07931
2580       0.258074        0.66622       -7.07931
2581       0.258174       0.666195       -7.07931
2582       0.258274       0.666171       -7.07931
2583       0.258374       0.666146       -7.07931
2584       0.258474       0.666122       -7.07931
2585       0.258574       0.666097       -7.07931
2586       0.258674       0.666073       -7.07931
2587       0.258774       0.666048       -7.07931
2588       0.258874       0.666023       -7.07931
2589       0.258974       0.665998       -7.07931
2590       0.259074       0.665973       -7.07931
2591       0.259174       0.665948       -7.07931
2592       0.259274       0.665923       -7.07931
2593       0.259374       0.665898       -7.07931
2594       0.259474       0.665872       -7.07931
2595       0.259574       0.665847       -7.07931
2596       0.259674       0.665822       -7.07931
2597       0.259774       0.665796       -7.07931
2598       0.259874       0.665771       -7.07931
2599       0.259974       0.665745       -7.07931
2600       0.260074       0.665719       -7.07931
2601       0.260174       0.665693       -7.07931
2602       0.260274       0.665667       -7.07931
2603       0.260374       0.665641       -7.07931
2604       0.260474       0.665615       -7.07931
2605       0.260574       0.665589       -7.07931
2606       0.260674       0.665563       -7.07931
2607       0.260774       0.665537       -7.07931
2608       0.260874       0.665511       -7.07931
2609       0.260974       0.665484       -7.07931
2610       0.261074       0.665458       -7.07931
2611       0.261174       0.665431       -7.07931
2612       0.261274       0.665405       -7.07931
2613       0.261374       0.665378       -7.07931
2614       0.261474       0.665351       -7.07931
2615       0.261574       0.665324       -7.07931
2616       0.261674       0.665297       -7.07931
2617       0.261774        0.66527       -7.07931
2618       0.261874       0.665243       -7.07931
2619       0.261974       0.665216       -7.07931
2620       0.262074       0.665189       -7.07931
2621       0.262174       0.665162       -7.07931
2622       0.262274       0.665134       -7.07931
2623       0.262374       0.665107       -7.07931
2624       0.262474       0.665079       -7.07931
2625       0.262574       0.665052       -7.07931
2626       0.262674       0.665024       -7.07931
2627       0.262774       0.664996       -7.07931
2628       0.262874       0.664969       -7.07931
2629       0.262974       0.664941       -7.07931
2630       0.263074       0.664913       -7.07931
2631       0.263174       0.664885       -7.07931
2632       0.263274       0.664857       -7.07931
2633       0.263374       0.664829       -7.07931
2634       0.263474         0.6648       -7.07931
2635       0.263574       0.664772       -7.07931
2636       0.263674       0.664744       -7.07931
2637       0.263774       0.664715       -7.07931
2638       0.263874       0.664687       -7.07931
2639       0.263974       0.664658       -7.07931
2640       0.264074        0.66463       -7.07931
2641       0.264174       0.664601       -7.07931
2642       0.264274       0.664572       -7.07931
2643       0.264374       0.664543       -7.07931
2644       0.264474       0.664514       -7.07931
2645       0.264574       0.664485       -7.07931
2646       0.264674       0.664456       -7.07931
2647       0.264774       0.664427       -7.07931
2648       0.264874       0.664398       -7.07931
2649       0.264974       0.664369       -7.07931
2650       0.265073       0.664339       -7.07931
2651       0.265173        0.66431       -7.07931
2652       0.265273        0.66428       -7.07931
2653       0.265373       0.664251       -7.07931
2654       0.265473       0.664221       -7.07931
2655       0.265573       0.664191       -7.07931
2656       0.265673       0.664162       -7.07931
2657       0.265773       0.664132       -7.07931
2658       0.265873       0.664102       -7.07931
2659       0.265973       0.664072       -7.07931
2660       0.266073       0.664042       -7.07931
2661       0.266173       0.664012       -7.07931
2662       0.266273       0.663981       -7.07931
2663       0.266373       0.663951       -7.07931
2664       0.266473       0.663921       -7.07931
2665       0.266573        0.66389       -7.07931
2666       0.266673        0.66386       -7.07931
2667       0.266773       0.663829       -7.07931
2668       0.266873       0.663799       -7.07931
2669       0.266973       0.663768       -7.07931
2670       0.267073       0.663737       -7.07931
2671       0.267173       0.663706       -7.07931
2672       0.267273       0.663676       -7.07931
2673       0.267373       0.663645       -7.07931
2674       0.267473       0.663614       -7.07931
2675       0.267573       0.663582       -7.07931
2676       0.267673       0.663551       -7.07931
2677       0.267773        0.66352       -7.07931
2678       0.267873       0.663489       -7.07931
2679       0.267973       0.663457       -7.07931
2680       0.268073       0.663426       -7.07931
2681       0.268173       0.663394       -7.07931
2682       0.268273       0.663363       -7.07931
2683       0.268373       0.663331       -7.07931
2684       0.268473       0.663299       -7.07931
2685       0.268573       0.663268       -7.07931
2686       0.268673       0.663236       -7.07931
2687       0.268773       0.663204       -7.07931
2688       0.268873       0.663172       -7.07931
2689       0.268973        0.66314       -7.07931
2690       0.269073       0.663108       -7.07931
2691       0.269173       0.663076       -7.07931
2692       0.269273       0.663043       -7.07931
2693       0.269373       0.663011       -7.07931
2694       0.269473       0.662979       -7.07931
2695       0.269573       0.662946       -7.07931
2696       0.269673       0.662914       -7.07931
2697       0.269773       0.662881       -7.07931
2698       0.269873       0.662848       -7.07931
2699       0.269973       0.662816       -7.07931
2700       0.270073       0.662783       -7.07931
2701       0.270173        0.66275       -7.07931
2702       0.270273       0.662717       -7.07931
2703       0.270373       0.662684       -7.07931
2704       0.270473       0.662651       -7.07931
2705       0.270573       0.662618       -7.07931
2706       0.270673       0.662585       -7.07931
2707       0.270773       0.662551       -7.07931
2708       0.270873       0.662518       -7.07931
2709       0.270973       0.662485       -7.07931
2710       0.271073       0.662451       -7.07931
2711       0.271173       0.662417       -7.07931
2712       0.271273       0.662384       -7.07931
2713       0.271373        0.66235       -7.07931
2714       0.271473       0.662316       -7.07931
2715       0.271573       0.662283       -7.07931
2716       0.271673       0.662249       -7.07931
2717       0.271773       0.662215       -7.07931
2718       0.271873       0.662181       -7.07931
2719       0.271973       0.662147       -7.07931
2720       0.272073       0.662113       -7.07931
2721       0.272173       0.662078       -7.07931
2722       0.272273       0.662044       -7.07931
2723       0.272373        0.66201       -7.07931
2724       0.272473       0.661975       -7.07931
2725       0.272573       0.661941       -7.07931
2726       0.272673       0.661907       -7.07931
2727       0.272773       0.661872       -7.07931
2728       0.272873       0.661837       -7.07931
2729       0.272973       0.661803       -7.07931
2730       0.273073       0.661768       -7.07931
2731       0.273173       0.661733       -7.07931
2732       0.273273       0.661698       -7.07931
2733       0.273373       0.661663       -7.07931
2734       0.273473       0.661628       -7.07931
2735       0.273573       0.661593       -7.07931
2736       0.273673       0.661558       -7.07931
2737       0.273773       0.661522       -7.07931
2738       0.273873       0.661487       -7.07931
2739       0.273973       0.661452       -7.07931
2740       0.274073       0.661416       -7.07931
2741       0.274173       0.661381       -7.07931
2742       0.274273       0.661345       -7.07931
2743       0.274373        0.66131       -7.07931
2744       0.274473       0.661274       -7.07931
2745       0.274573       0.661238       -7.07931
2746       0.274673       0.661202       -7.07931
2747       0.274773       0.661166       -7.07931
2748       0.274873        0.66113       -7.07931
2749       0.274973       0.661094       -7.07931
2750       0.275072       0.661058       -7.07931
2751       0.275172       0.661022       -7.07931
2752       0.275272       0.660986       -7.07931
2753       0.275372        0.66095       -7.07931
2754       0.275472       0.660913       -7.07931
2755       0.275572       0.660877       -7.07931
2756       0.275672       0.660841       -7.07931
2757       0.275772       0.660804       -7.07931
2758       0.275872       0.660767       -7.07931
2759       0.275972       0.660731       -7.07931
2760       0.276072       0.660694       -7.07931
2761       0.276172       0.660657       -7.07931
2762       0.276272       0.660621       -7.07931
2763       0.276372       0.660584       -7.07931
2764       0.276472       0.660547       -7.07931
2765       0.276572        0.66051       -7.07931
2766       0.276672       0.660473       -7.07931
2767       0.276772       0.660435       -7.07931
2768       0.276872       0.660398       -7.07931
2769       0.276972       0.660361       -7.07931
2770       0.277072       0.660324       -7.07931
2771       0.277172       0.660286       -7.07931
2772       0.277272       0.660249       -7.07931
2773       0.277372       0.660211       -7.07931
2774       0.277472       0.660174       -7.07931
2775       0.277572       0.660136       -7.07931
2776       0.277672       0.660098       -7.07931
2777       0.277772        0.66006       -7.07931
2778       0.277872       0.660023       -7.07931
2779       0.277972       0.659985       -7.07931
2780       0.278072       0.659947       -7.07931
2781       0.278172       0.659909       -7.07931
2782       0.278272       0.659871       -7.07931
2783       0.278372       0.659832       -7.07931
2784       0.278472       0.659794       -7.07931
2785       0.278572       0.659756       -7.07931
2786       0.278672       0.659718       -7.07931
2787       0.278772       0.659679       -7.07931
2788       0.278872       0.659641       -7.07931
2789       0.278972       0.659602       -7.07931
2790       0.279072       0.659564       -7.07931
2791       0.279172       0.659525       -7.07931
2792       0.279272       0.659486       -7.07931
2793       0.279372       0.659447       -7.07931
2794       0.279472       0.659409       -7.07932
2795       0.279572        0.65937       -7.07932
2796       0.279672       0.659331       -7.07932
2797       0.279772       0.659292       -7.07932
2798       0.279872       0.659253       -7.07932
2799       0.279972       0.659214       -7.07932
2800       0.280072       0.659174       -7.07932
2801       0.280172       0.659135       -7.07932
2802       0.280272       0.659096       -7.07932
2803       0.280372       0.659056       -7.07932
2804       0.280472       0.659017       -7.07932
2805       0.280572       0.658977       -7.07932
2806       0.280672       0.658938       -7.07932
2807       0.280772       0.658898       -7.07932
2808       0.280872       0.658859       -7.07932
2809       0.280972       0.658819       -7.07932
2810       0.281072       0.658779       -7.07932
2811       0.281172       0.658739       -7.07932
2812       0.281272       0.658699       -7.07932
2813       0.281372       0.658659       -7.07932
2814       0.281472       0.658619       -7.07932
2815       0.281572       0.658579       -7.07932
2816       0.281672       0.658539       -7.07932
2817       0.281772       0.658499       -7.07932
2818       0.281872       0.658459       -7.07932
2819       0.281972       0.658418       -7.07932
2820       0.282072       0.658378       -7.07932
2821       0.282172       0.658337       -7.07932
2822       0.282272       0.658297       -7.07932
2823       0.282372       0.658256       -7.07932
2824       0.282472       0.658216       -7.07932
2825       0.282572       0.658175       -7.07932
2826       0.282672       0.658134       -7.07932
2827       0.282772       0.658093       -7.07932
2828       0.282872       0.658052       -7.07932
2829       0.282972       0.658012       -7.07932
2830       0.283072       0.657971       -7.07932
2831       0.283172       0.657929       -7.07932
2832       0.283272       0.657888       -7.07932
2833       0.283372       0.657847       -7.07932
2834       0.283472       0.657806       -7.07932
2835       0.283572       0.657765       -7.07932
2836       0.283672       0.657723       -7.07932
2837       0.283772       0.657682       -7.07932
2838       0.283872        0.65764       -7.07932
2839       0.283972       0.657599       -7.07932
2840       0.284072       0.657557       -7.07932
2841       0.284172       0.657516       -7.07932
2842       0.284272       0.657474       -7.07932
2843       0.284372       0.657432       -7.07932
2844       0.284472       0.657391       -7.07932
2845       0.284572       0.657349       -7.07932
2846       0.284672       0.657307       -7.07932
2847       0.284772       0.657265       -7.07932
2848       0.284872       0.657223       -7.07932
2849       0.284972       0.657181       -7.07932
2850       0.285071       0.657138       -7.07932
2851       0.285171       0.657096       -7.07932
2852       0.285271       0.657054       -7.07932
2853       0.285371       0.657012       -7.07932
2854       0.285471       0.656969       -7.07932
2855       0.285571       0.656927       -7.07932
2856       0.285671       0.656884       -7.07932
2857       0.285771       0.656842       -7.07932
2858       0.285871       0.656799       -7.07932
2859       0.285971       0.656756       -7.07932
2860       0.286071       0.656714       -7.07932
2861       0.286171       0.656671       -7.07932
2862       0.286271       0.656628       -7.07932
2863       0.286371       0.656585       -7.07932
2864       0.286471       0.656542       -7.07932
2865       0.286571       0.656499       -7.07932
2866       0.286671       0.656456       -7.07932
2867       0.286771       0.656413       -7.07932
2868       0.286871        0.65637       -7.07932
2869       0.286971       0.656326       -7.07932
2870       0.287071       0.656283       -7.07932
2871       0.287171        0.65624       -7.07932
2872       0.287271       0.656196       -7.07932
2873       0.287371       0.656153       -7.07932
2874       0.287471       0.656109       -7.07932
2875       0.287571       0.656066       -7.07932
2876       0.287671       0.656022       -7.07932
2877       0.287771       0.655978       -7.07932
2878       0.287871       0.655935       -7.07932
2879       0.287971       0.655891       -7.07932
2880       0.288071       0.655847       -7.07932
2881       0.288171       0.655803       -7.07932
2882       0.288271       0.655759       -7.07932
2883       0.288371       0.655715       -7.07932
2884       0.288471       0.655671       -7.07932
2885       0.288571       0.655627       -7.07932
2886       0.288671       0.655583       -7.07932
2887       0.288771       0.655538       -7.07932
2888       0.288871       0.655494       -7.07932
2889       0.288971        0.65545       -7.07932
2890       0.289071       0.655405       -7.07932
2891       0.289171       0.655361       -7.07932
2892       0.289271       0.655316       -7.07932
2893       0.289371       0.655272       -7.07932
2894       0.289471       0.655227       -7.07932
2895       0.289571       0.655182       -7.07932
2896       0.289671       0.655138       -7.07932
2897       0.289771       0.655093       -7.07932
2898       0.289871       0.655048       -7.07932
2899       0.289971       0.655003       -7.07932
2900       0.290071       0.654958       -7.07932
2901       0.290171       0.654913       -7.07932
2902       0.290271       0.654868       -7.07932
2903       0.290371       0.654823       -7.07932
2904       0.290471       0.654777       -7.07932
2905       0.290571       0.654732       -7.07932
2906       0.290671       0.654687       -7.07932
2907       0.290771       0.654642       -7.07932
2908       0.290871       0.654596       -7.07932
2909       0.290971       0.654551       -7.07932
2910       0.291071       0.654505       -7.07932
2911       0.291171        0.65446       -7.07932
2912       0.291271       0.654414       -7.07932
2913       0.291371       0.654368       -7.07932
2914       0.291471       0.654322       -7.07932
2915       0.291571       0.654277       -7.07932
2916       0.291671       0.654231       -7.07932
2917       0.291771       0.654185       -7.07932
2918       0.291871       0.654139       -7.07932
2919       0.291971       0.654093       -7.07932
2920       0.292071       0.654047       -7.07932
2921       0.292171       0.654001       -7.07932
2922       0.292271       0.653955       -7.07932
2923       0.292371       0.653908       -7.07932
2924       0.292471       0.653862       -7.07932
2925       0.292571       0.653816       -7.07932
2926       0.292671       0.653769       -7.07932
2927       0.292771       0.653723       -7.07932
2928       0.292871       0.653676       -7.07932
2929       0.292971        0.65363       -7.07932
2930       0.293071       0.653583       -7.07932
2931       0.293171       0.653537       -7.07932
2932       0.293271        0.65349       -7.07932
2933       0.293371       0.653443       -7.07932
2934       0.293471       0.653396       -7.07932
2935       0.293571       0.653349       -7.07932
2936       0.293671       0.653303       -7.07932
2937       0.293771       0.653256       -7.07932
2938       0.293871       0.653208       -7.07932
2939       0.293971       0.653161       -7.07932
2940       0.294071       0.653114       -7.07932
2941       0.294171       0.653067       -7.07932
2942       0.294271        0.65302       -7.07932
2943       0.294371       0.652973       -7.07932
2944       0.294471       0.652925       -7.07932
2945       0.294571       0.652878       -7.07932
2946       0.294671        0.65283       -7.07932
2947       0.294771       0.652783       -7.07932
2948       0.294871       0.652735       -7.07932
2949       0.294971       0.652688       -7.07932
2950        0.29507        0.65264       -7.07932
2951        0.29517       0.652592       -7.07932
2952        0.29527       0.652545       -7.07932
2953        0.29537       0.652497       -7.07932
2954        0.29547       0.652449       -7.07932
2955        0.29557       0.652401       -7.07932
2956        0.29567       0.652353       -7.07932
2957        0.29577       0.652305       -7.07932
2958        0.29587       0.652257       -7.07932
2959        0.29597       0.652209       -7.07932
2960        0.29607       0.652161       -7.07932
2961        0.29617       0.652112       -7.07932
2962        0.29627       0.652064       -7.07932
2963        0.29637       0.652016       -7.07932
2964        0.29647       0.651967       -7.07932
2965        0.29657       0.651919       -7.07932
2966        0.29667        0.65187       -7.07932
2967        0.29677       0.651822       -7.07932
2968        0.29687       0.651773       -7.07932
2969        0.29697       0.651725       -7.07932
2970        0.29707       0.651676       -7.07932
2971        0.29717       0.651627       -7.07932
2972        0.29727       0.651578       -7.07932
2973        0.29737       0.651529       -7.07932
2974        0.29747       0.651481       -7.07932
2975        0.29757       0.651432       -7.07932
2976        0.29767       0.651383       -7.07932
2977        0.29777       0.651334       -7.07932
2978        0.29787       0.651284       -7.07932
2979        0.29797       0.651235       -7.07932
2980        0.29807       0.651186       -7.07932
2981        0.29817       0.651137       -7.07932
2982        0.29827       0.651088       -7.07932
2983        0.29837       0.651038       -7.07932
2984        0.29847       0.650989       -7.07932
2985        0.29857       0.650939       -7.07932
2986        0.29867        0.65089       -7.07932
2987        0.29877        0.65084       -7.07932
2988        0.29887       0.650791       -7.07932
2989        0.29897       0.650741       -7.07932
2990        0.29907       0.650691       -7.07932
2991        0.29917       0.650641       -7.07932
2992        0.29927       0.650592       -7.07932
2993        0.29937       0.650542       -7.07932
2994        0.29947       0.650492       -7.07932
2995        0.29957       0.650442       -7.07932
2996        0.29967       0.650392       -7.07932
2997        0.29977       0.650342       -7.07932
2998        0.29987       0.650292       -7.07932
2999        0.29997       0.650242       -7.07932
3000        0.30007       0.650191       -7.07932
3001        0.30017       0.650141       -7.07932
3002        0.30027       0.650091       -7.07932
3003        0.30037        0.65004       -7.07932
3004        0.30047        0.64999       -7.07932
3005        0.30057        0.64994       -7.07932
3006        0.30067       0.649889       -7.07932
3007        0.30077       0.649838       -7.07932
3008        0.30087       0.649788       -7.07932
3009        0.30097       0.649737       -7.07932
3010        0.30107       0.649686       -7.07932
3011        0.30117       0.649636       -7.07932
3012        0.30127       0.649585       -7.07932
3013        0.30137       0.649534       -7.07932
3014        0.30147       0.649483       -7.07932
3015        0.30157       0.649432       -7.07932
3016        0.30167       0.649381       -7.07932
3017        0.30177        0.64933       -7.07932
3018        0.30187       0.649279       -7.07932
3019        0.30197       0.649228       -7.07932
3020        0.30207       0.649177       -7.07932
3021        0.30217       0.649125       -7.07932
3022        0.30227       0.649074       -7.07932
3023        0.30237       0.649023       -7.07932
3024        0.30247       0.648971       -7.07932
3025        0.30257        0.64892       -7.07932
3026        0.30267       0.648868       -7.07932
3027        0.30277       0.648817       -7.07932
3028        0.30287       0.648765       -7.07932
3029        0.30297       0.648714       -7.07932
3030        0.30307       0.648662       -7.07932
3031        0.30317        0.64861       -7.07932
3032        0.30327       0.648559       -7.07932
3033        0.30337       0.648507       -7.07932
3034        0.30347       0.648455       -7.07932
3035        0.30357       0.648403       -7.07932
3036        0.30367       0.648351       -7.07932
3037        0.30377       0.648299       -7.07932
3038        0.30387       0.648247       -7.07932
3039        0.30397       0.648195       -7.07932
3040        0.30407       0.648143       -7.07932
3041        0.30417        0.64809       -7.07932
3042        0.30427       0.648038       -7.07932
3043        0.30437       0.647986       -7.07932
3044        0.30447       0.647933       -7.07932
3045        0.30457       0.647881       -7.07932
3046        0.30467       0.647829       -7.07932
3047        0.30477       0.647776       -7.07932
3048        0.30487       0.647724       -7.07932
3049        0.30497       0.647671       -7.07932
3050       0.305069       0.647618       -7.07932
3051       0.305169       0.647566       -7.07932
3052       0.305269       0.647513       -7.07932
3053       0.305369        0.64746       -7.07932
3054       0.305469       0.647407       -7.07932
3055       0.305569       0.647354       -7.07932
3056       0.305669       0.647301       -7.07932
3057       0.305769       0.647248       -7.07932
3058       0.305869       0.647195       -7.07932
3059       0.305969       0.647142       -7.07932
3060       0.306069       0.647089       -7.07932
3061       0.306169       0.647036       -7.07932
3062       0.306269       0.646983       -7.07932
